"기준코인","대상코인","상관계수","순서"
"STRIKE","HBAR",0.812,28
"STRIKE","SXP",0.811,29
"STRIKE","GAS",0.806,30
"STRIKE","EOS",0.797,31
"STRIKE","TT",0.797,32
"STRIKE","KNC",0.795,33
"STRIKE","AQT",0.793,34
"STRIKE","ARK",0.79,35
"STRIKE","MINA",0.79,36
"STRIKE","ETC",0.785,37
"STRIKE","LINK",0.773,38
"STRIKE","MED",0.773,39
"STRIKE","SNT",0.773,40
"STRIKE","QTUM",0.768,41
"STRIKE","TON",0.763,42
"STRIKE","ONG",0.754,43
"STRIKE","STRAX",0.748,44
"STRIKE","JST",0.745,45
"STRIKE","POWR",0.745,46
"STRIKE","FLOW",0.744,47
"STRIKE","CELO",0.74,48
"STRIKE","HPO",0.739,49
"STRIKE","BTT",0.735,50
"STRIKE","KAVA",0.734,51
"STRIKE","EGLD",0.731,52
"STRIKE","MBL",0.723,53
"STRIKE","AAVE",0.716,54
"STRIKE","GLM",0.703,55
"STRIKE","CRE",0.696,56
"STRIKE","ARB",0.693,57
"STRIKE","STPT",0.692,58
"STRIKE","QKC",0.688,59
"STRIKE","SHIB",0.688,60
"STRIKE","ONT",0.685,61
"STRIKE","ELF",0.684,62
"STRIKE","BSV",0.683,63
"STRIKE","THETA",0.683,64
"STRIKE","CRO",0.682,65
"STRIKE","MOC",0.679,66
"STRIKE","LOOM",0.678,67
"STRIKE","XRP",0.676,68
"STRIKE","SC",0.663,69
"STRIKE","IMX",0.655,70
"STRIKE","STEEM",0.646,71
"STRIKE","ICX",0.645,72
"STRIKE","BORA",0.642,73
"STRIKE","ZIL",0.637,74
"STRIKE","AERGO",0.63,75
"STRIKE","CHZ",0.612,76
"STRIKE","ASTR",0.609,77
"STRIKE","STMX",0.604,78
"STRIKE","GRT",0.586,79
"STRIKE","BTG",0.567,80
"STRIKE","MTL",0.567,81
"STRIKE","GMT",0.556,82
"STRIKE","SEI",0.533,83
"STRIKE","WAVES",0.511,84
"STRIKE","GRS",0.463,85
"STRIKE","BTC",0.45,86
"STRIKE","NEO",0.446,87
"STRIKE","UPP",0.443,88
"STRIKE","LSK",0.44,89
"STRIKE","IQ",0.426,90
"STRIKE","BLUR",0.425,91
"STRIKE","ARDR",0.396,92
"STRIKE","STX",-0.396,93
"STRIKE","VET",0.391,94
"STRIKE","ID",0.374,95
"STRIKE","HUNT",0.362,96
"STRIKE","WAXP",0.355,97
"STRIKE","ZRX",0.346,98
"STRIKE","POLYX",-0.335,99
"STRIKE","TRX",0.322,100
"STRIKE","NEAR",0.316,101
"STRIKE","TFUEL",0.304,102
"STRIKE","XEC",0.28,103
"STRIKE","SUI",-0.258,104
"STRIKE","BCH",-0.222,105
"STRIKE","PUNDIX",0.203,106
"STRIKE","DOGE",0.196,107
"STRIKE","CTC",0.195,108
"STRIKE","ANKR",0.17,109
"STRIKE","AVAX",0.156,110
"STRIKE","MASK",0.129,111
"STRIKE","T",-0.116,112
"STRIKE","CVC",-0.115,113
"STRIKE","MVL",0.113,114
"STRIKE","SOL",-0.083,115
"STRIKE","APT",-0.06,116
"STRIKE","HIFI",0.051,117
"STRIKE","PYTH",0.02,118
"STX","STX",1,1
"STX","POLYX",0.793,2
"STX","TRX",-0.75,3
"STX","ASTR",-0.649,4
"STX","ARB",-0.648,5
"STX","SUI",0.64,6
"STX","APT",0.634,7
"STX","CVC",0.618,8
"STX","CTC",0.608,9
"STX","T",0.603,10
"STX","BLUR",-0.602,11
"STX","ADA",-0.595,12
"STX","HIFI",0.579,13
"STX","MVL",0.565,14
"STX","MATIC",-0.514,15
"STX","BCH",0.497,16
"STX","SOL",0.478,17
"STX","DOGE",0.471,18
"STX","SBD",-0.458,19
"STX","EGLD",-0.456,20
"STX","DKA",-0.444,21
"STX","MINA",-0.406,22
"STX","HBAR",-0.404,23
"STX","IMX",-0.399,24
"STX","DOT",-0.396,25
"STX","STRIKE",-0.396,26
"STX","PYTH",0.395,27
"STX","CHZ",-0.394,28
"STX","ATOM",-0.393,29
"STX","CBK",-0.385,30
"STX","MASK",0.38,31
"STX","SEI",-0.378,32
"STX","LINK",-0.376,33
"STX","ANKR",0.363,34
"STX","ETC",-0.362,35
"STX","WAXP",0.353,36
"STX","VET",-0.352,37
"STX","IQ",0.349,38
"STX","BSV",-0.34,39
"STX","GAS",-0.331,40
"STX","STRAX",-0.32,41
"STX","ETH",-0.317,42
"STX","AVAX",0.303,43
"STX","CRE",-0.302,44
"STX","STORJ",-0.302,45
"STX","ARDR",0.301,46
"STX","JST",-0.3,47
"STX","GRS",0.293,48
"STX","MTL",-0.293,49
"STX","XTZ",-0.276,50
"STX","BTC",0.267,51
"STX","ELF",-0.255,52
"STX","AHT",-0.253,53
"STX","MANA",-0.25,54
"STX","STMX",0.232,55
"STX","XEC",0.232,56
"STX","NEAR",0.223,57
"STX","HUNT",0.213,58
"STX","META",-0.211,59
"STX","BTT",-0.209,60
"STX","SNT",-0.197,61
"STX","ORBS",-0.195,62
"STX","MLK",-0.194,63
"STX","TT",-0.194,64
"STX","STPT",0.193,65
"STX","QTUM",-0.189,66
"STX","WAVES",0.186,67
"STX","GLM",-0.185,68
"STX","BAT",-0.183,69
"STX","FCT2",-0.177,70
"STX","ICX",0.177,71
"STX","STEEM",0.174,72
"STX","GMT",0.165,73
"STX","ONT",0.162,74
"STX","IOST",-0.157,75
"STX","ZIL",0.154,76
"STX","1INCH",-0.149,77
"STX","ZRX",0.139,78
"STX","AQT",-0.136,79
"STX","LSK",-0.131,80
"STX","NEO",-0.131,81
"STX","KAVA",0.127,82
"STX","ALGO",-0.126,83
"STX","EOS",-0.126,84
"STX","BORA",0.123,85
"STX","LOOM",0.122,86
"STX","BTG",0.121,87
"STX","IOTA",-0.119,88
"STX","XEM",-0.119,89
"STX","AXS",-0.113,90
"STX","QKC",0.108,91
"STX","AERGO",0.107,92
"STX","CELO",-0.098,93
"STX","GRT",0.093,94
"STX","XLM",-0.084,95
"STX","PUNDIX",0.071,96
"STX","SHIB",-0.069,97
"STX","HIVE",-0.063,98
"STX","TON",0.063,99
"STX","XRP",-0.063,100
"STX","KNC",-0.062,101
"STX","ID",0.061,102
"STX","MBL",0.055,103
"STX","SAND",-0.053,104
"STX","ONG",-0.045,105
"STX","HPO",0.044,106
"STX","MED",0.035,107
"STX","THETA",0.032,108
"STX","SXP",-0.029,109
"STX","TFUEL",0.027,110
"STX","UPP",0.026,111
"STX","ARK",-0.017,112
"STX","SC",0.014,113
"STX","CRO",0.012,114
"STX","FLOW",0.011,115
"STX","POWR",-0.01,116
"STX","MOC",0.008,117
"STX","AAVE",-0.001,118
"SUI","SUI",1,1
"SUI","APT",0.771,2
"SUI","T",0.697,3
"SUI","POLYX",0.653,4
"SUI","STX",0.64,5
"SUI","TRX",-0.631,6
"SUI","MVL",0.621,7
"SUI","CVC",0.592,8
"SUI","MASK",0.592,9
"SUI","SOL",0.589,10
"SUI","CTC",0.566,11
"SUI","PYTH",0.513,12
"SUI","ARB",-0.501,13
"SUI","HIFI",0.497,14
"SUI","ASTR",-0.481,15
"SUI","AVAX",0.449,16
"SUI","ARDR",0.448,17
"SUI","WAXP",0.447,18
"SUI","DOGE",0.444,19
"SUI","GMT",0.437,20
"SUI","BLUR",-0.423,21
"SUI","STMX",0.414,22
"SUI","HUNT",0.407,23
"SUI","IQ",0.405,24
"SUI","ANKR",0.404,25
"SUI","BSV",-0.4,26
"SUI","ETC",-0.399,27
"SUI","ADA",-0.397,28
"SUI","CHZ",-0.384,29
"SUI","GRS",0.379,30
"SUI","STPT",0.373,31
"SUI","MATIC",-0.356,32
"SUI","ZRX",0.35,33
"SUI","WAVES",0.348,34
"SUI","BCH",0.346,35
"SUI","IMX",-0.344,36
"SUI","EGLD",-0.321,37
"SUI","SBD",-0.303,38
"SUI","BTC",0.291,39
"SUI","GRT",0.291,40
"SUI","NEAR",0.289,41
"SUI","ICX",0.288,42
"SUI","DKA",-0.283,43
"SUI","MINA",-0.279,44
"SUI","VET",-0.276,45
"SUI","MOC",0.275,46
"SUI","BORA",0.267,47
"SUI","HPO",0.267,48
"SUI","MBL",0.26,49
"SUI","STRIKE",-0.258,50
"SUI","ID",0.256,51
"SUI","ZIL",0.244,52
"SUI","LOOM",0.241,53
"SUI","NEO",-0.238,54
"SUI","LINK",-0.23,55
"SUI","ETH",-0.226,56
"SUI","MTL",-0.225,57
"SUI","JST",-0.224,58
"SUI","ONT",0.219,59
"SUI","BTT",-0.216,60
"SUI","STEEM",0.212,61
"SUI","HBAR",-0.208,62
"SUI","KAVA",0.206,63
"SUI","DOT",-0.204,64
"SUI","UPP",0.202,65
"SUI","AERGO",0.185,66
"SUI","CBK",-0.17,67
"SUI","ARK",0.169,68
"SUI","SC",0.168,69
"SUI","ATOM",-0.165,70
"SUI","LSK",-0.164,71
"SUI","GAS",-0.156,72
"SUI","ELF",-0.153,73
"SUI","QTUM",-0.153,74
"SUI","TON",0.141,75
"SUI","BTG",0.137,76
"SUI","FLOW",0.134,77
"SUI","EOS",-0.127,78
"SUI","KNC",0.122,79
"SUI","META",-0.117,80
"SUI","MANA",-0.112,81
"SUI","AHT",-0.11,82
"SUI","TFUEL",-0.106,83
"SUI","HIVE",0.101,84
"SUI","MED",0.1,85
"SUI","STRAX",-0.097,86
"SUI","GLM",-0.091,87
"SUI","QKC",0.09,88
"SUI","MLK",-0.086,89
"SUI","ALGO",0.081,90
"SUI","STORJ",-0.079,91
"SUI","CRE",-0.077,92
"SUI","POWR",0.071,93
"SUI","CELO",0.07,94
"SUI","XEM",0.066,95
"SUI","XLM",-0.066,96
"SUI","AAVE",0.055,97
"SUI","SXP",0.053,98
"SUI","1INCH",-0.048,99
"SUI","TT",0.048,100
"SUI","SNT",-0.044,101
"SUI","SHIB",-0.043,102
"SUI","PUNDIX",-0.042,103
"SUI","XRP",-0.04,104
"SUI","THETA",0.038,105
"SUI","AQT",0.037,106
"SUI","ORBS",-0.037,107
"SUI","XTZ",-0.037,108
"SUI","AXS",0.032,109
"SUI","BAT",-0.029,110
"SUI","CRO",0.026,111
"SUI","IOTA",0.026,112
"SUI","IOST",0.023,113
"SUI","FCT2",0.02,114
"SUI","SAND",0.017,115
"SUI","XEC",0.011,116
"SUI","SEI",0.006,117
"SUI","ONG",-0.002,118
"SXP","SXP",1,1
"SXP","IOST",0.913,2
"SXP","ONG",0.904,3
"SXP","HIVE",0.901,4
"SXP","ORBS",0.901,5
"SXP","ICX",0.875,6
"SXP","HPO",0.867,7
"SXP","MLK",0.867,8
"SXP","1INCH",0.866,9
"SXP","IOTA",0.858,10
"SXP","STPT",0.858,11
"SXP","ONT",0.849,12
"SXP","XLM",0.844,13
"SXP","QTUM",0.839,14
"SXP","STEEM",0.838,15
"SXP","STMX",0.838,16
"SXP","TON",0.838,17
"SXP","AERGO",0.837,18
"SXP","XEM",0.829,19
"SXP","BORA",0.825,20
"SXP","KAVA",0.816,21
"SXP","STRIKE",0.811,22
"SXP","SAND",0.807,23
"SXP","BAT",0.806,24
"SXP","ZIL",0.799,25
"SXP","FCT2",0.795,26
"SXP","ALGO",0.794,27
"SXP","ARK",0.787,28
"SXP","KNC",0.784,29
"SXP","AXS",0.781,30
"SXP","XTZ",0.78,31
"SXP","DKA",0.778,32
"SXP","EOS",0.777,33
"SXP","SNT",0.776,34
"SXP","LOOM",0.768,35
"SXP","FLOW",0.763,36
"SXP","MED",0.763,37
"SXP","MBL",0.762,38
"SXP","CBK",0.761,39
"SXP","SHIB",0.76,40
"SXP","POWR",0.753,41
"SXP","MOC",0.749,42
"SXP","AAVE",0.742,43
"SXP","BTT",0.738,44
"SXP","MANA",0.738,45
"SXP","CRO",0.737,46
"SXP","ETH",0.735,47
"SXP","GLM",0.735,48
"SXP","GAS",0.734,49
"SXP","TT",0.73,50
"SXP","GMT",0.729,51
"SXP","QKC",0.719,52
"SXP","AQT",0.718,53
"SXP","DOT",0.709,54
"SXP","ARDR",0.706,55
"SXP","ETC",0.704,56
"SXP","STORJ",0.702,57
"SXP","SBD",0.696,58
"SXP","BTC",0.694,59
"SXP","ATOM",0.691,60
"SXP","CELO",0.691,61
"SXP","JST",0.684,62
"SXP","THETA",0.682,63
"SXP","META",0.681,64
"SXP","AHT",0.67,65
"SXP","SC",0.665,66
"SXP","BTG",0.66,67
"SXP","GRS",0.644,68
"SXP","HBAR",0.644,69
"SXP","WAVES",0.629,70
"SXP","WAXP",0.623,71
"SXP","BSV",0.616,72
"SXP","HUNT",0.614,73
"SXP","XRP",0.61,74
"SXP","DOGE",0.6,75
"SXP","ELF",0.583,76
"SXP","CRE",0.576,77
"SXP","NEO",0.576,78
"SXP","GRT",0.574,79
"SXP","XEC",0.568,80
"SXP","STRAX",0.552,81
"SXP","ADA",0.543,82
"SXP","CHZ",0.542,83
"SXP","MATIC",0.539,84
"SXP","UPP",0.529,85
"SXP","IQ",0.525,86
"SXP","NEAR",0.523,87
"SXP","ANKR",0.521,88
"SXP","CTC",0.516,89
"SXP","MTL",0.514,90
"SXP","LINK",0.502,91
"SXP","LSK",0.483,92
"SXP","TFUEL",0.468,93
"SXP","MINA",0.463,94
"SXP","HIFI",0.449,95
"SXP","MASK",0.445,96
"SXP","PUNDIX",0.44,97
"SXP","EGLD",0.433,98
"SXP","MVL",0.424,99
"SXP","CVC",0.386,100
"SXP","ZRX",0.383,101
"SXP","T",0.357,102
"SXP","IMX",0.336,103
"SXP","ID",0.327,104
"SXP","ARB",0.287,105
"SXP","VET",0.271,106
"SXP","AVAX",0.261,107
"SXP","ASTR",0.246,108
"SXP","SEI",0.241,109
"SXP","APT",0.232,110
"SXP","SOL",0.198,111
"SXP","BCH",0.185,112
"SXP","POLYX",0.158,113
"SXP","PYTH",0.138,114
"SXP","TRX",-0.09,115
"SXP","SUI",0.053,116
"SXP","BLUR",0.051,117
"SXP","STX",-0.029,118
"T","T",1,1
"T","CVC",0.924,2
"T","POLYX",0.882,3
"T","ANKR",0.792,4
"T","TRX",-0.769,5
"T","HIFI",0.746,6
"T","DOGE",0.735,7
"T","BCH",0.727,8
"T","ARDR",0.723,9
"T","CTC",0.709,10
"T","SUI",0.697,11
"T","MVL",0.669,12
"T","HUNT",0.665,13
"T","MASK",0.665,14
"T","ARB",-0.636,15
"T","BLUR",-0.631,16
"T","WAXP",0.622,17
"T","APT",0.61,18
"T","STX",0.603,19
"T","STMX",0.602,20
"T","ASTR",-0.568,21
"T","SOL",0.561,22
"T","ICX",0.529,23
"T","BTC",0.524,24
"T","GMT",0.514,25
"T","STPT",0.497,26
"T","XEC",0.48,27
"T","NEAR",0.479,28
"T","ADA",-0.469,29
"T","BORA",0.458,30
"T","IMX",-0.441,31
"T","STEEM",0.438,32
"T","PUNDIX",0.434,33
"T","MATIC",-0.433,34
"T","AERGO",0.421,35
"T","GRS",0.419,36
"T","ZIL",0.41,37
"T","TFUEL",0.406,38
"T","EGLD",-0.405,39
"T","MINA",-0.399,40
"T","MOC",0.397,41
"T","TON",0.393,42
"T","ONT",0.383,43
"T","IQ",0.374,44
"T","HPO",0.372,45
"T","BTG",0.364,46
"T","SXP",0.357,47
"T","KAVA",0.347,48
"T","PYTH",0.342,49
"T","ONG",0.337,50
"T","MBL",0.33,51
"T","SEI",-0.328,52
"T","LOOM",0.313,53
"T","HIVE",0.312,54
"T","LINK",-0.3,55
"T","QKC",0.299,56
"T","SC",0.297,57
"T","WAVES",0.291,58
"T","AVAX",0.29,59
"T","UPP",0.285,60
"T","CRO",0.281,61
"T","VET",-0.271,62
"T","IOST",0.249,63
"T","AAVE",0.238,64
"T","STRAX",-0.238,65
"T","FLOW",0.235,66
"T","POWR",0.232,67
"T","ORBS",0.227,68
"T","ARK",0.213,69
"T","ZRX",0.21,70
"T","DOT",-0.206,71
"T","MED",0.205,72
"T","GRT",0.203,73
"T","SBD",-0.201,74
"T","SNT",0.193,75
"T","THETA",0.192,76
"T","1INCH",0.189,77
"T","ATOM",-0.184,78
"T","NEO",0.183,79
"T","HBAR",-0.181,80
"T","SHIB",0.175,81
"T","XEM",0.167,82
"T","BAT",0.158,83
"T","DKA",-0.157,84
"T","KNC",0.155,85
"T","GLM",0.146,86
"T","IOTA",0.146,87
"T","CELO",0.145,88
"T","AQT",0.134,89
"T","ALGO",0.128,90
"T","EOS",0.125,91
"T","AXS",0.121,92
"T","ELF",-0.116,93
"T","STRIKE",-0.116,94
"T","SAND",0.105,95
"T","FCT2",0.102,96
"T","QTUM",0.098,97
"T","ETH",-0.097,98
"T","LSK",0.097,99
"T","MLK",0.095,100
"T","TT",0.088,101
"T","ID",0.087,102
"T","MANA",-0.083,103
"T","BSV",-0.069,104
"T","XTZ",0.067,105
"T","ETC",-0.066,106
"T","CHZ",-0.063,107
"T","GAS",-0.061,108
"T","STORJ",-0.054,109
"T","CBK",-0.051,110
"T","XRP",-0.051,111
"T","XLM",0.044,112
"T","JST",0.04,113
"T","CRE",-0.038,114
"T","META",-0.038,115
"T","MTL",-0.034,116
"T","AHT",-0.032,117
"T","BTT",0.018,118
"TFUEL","TFUEL",1,1
"TFUEL","NEO",0.694,2
"TFUEL","PUNDIX",0.677,3
"TFUEL","ANKR",0.615,4
"TFUEL","XEC",0.607,5
"TFUEL","DOGE",0.566,6
"TFUEL","BTC",0.556,7
"TFUEL","CRO",0.541,8
"TFUEL","ETC",0.53,9
"TFUEL","ARDR",0.523,10
"TFUEL","BCH",0.508,11
"TFUEL","QTUM",0.496,12
"TFUEL","STEEM",0.491,13
"TFUEL","1INCH",0.482,14
"TFUEL","TON",0.479,15
"TFUEL","BTG",0.471,16
"TFUEL","EOS",0.471,17
"TFUEL","SXP",0.468,18
"TFUEL","KAVA",0.465,19
"TFUEL","AAVE",0.457,20
"TFUEL","ZIL",0.455,21
"TFUEL","ORBS",0.454,22
"TFUEL","SHIB",0.452,23
"TFUEL","THETA",0.452,24
"TFUEL","IOST",0.441,25
"TFUEL","CHZ",0.436,26
"TFUEL","ONG",0.423,27
"TFUEL","ETH",0.422,28
"TFUEL","HIVE",0.422,29
"TFUEL","GLM",0.421,30
"TFUEL","SNT",0.419,31
"TFUEL","BTT",0.414,32
"TFUEL","JST",0.412,33
"TFUEL","T",0.406,34
"TFUEL","BSV",0.405,35
"TFUEL","BORA",0.403,36
"TFUEL","ONT",0.403,37
"TFUEL","ICX",0.397,38
"TFUEL","HUNT",0.387,39
"TFUEL","XEM",0.387,40
"TFUEL","CVC",0.383,41
"TFUEL","STMX",0.377,42
"TFUEL","MTL",0.363,43
"TFUEL","MLK",0.362,44
"TFUEL","QKC",0.362,45
"TFUEL","LSK",0.359,46
"TFUEL","NEAR",0.358,47
"TFUEL","HIFI",0.357,48
"TFUEL","MBL",0.352,49
"TFUEL","BAT",0.332,50
"TFUEL","MED",0.325,51
"TFUEL","MASK",0.32,52
"TFUEL","STPT",0.313,53
"TFUEL","WAXP",0.312,54
"TFUEL","MOC",0.311,55
"TFUEL","CBK",0.31,56
"TFUEL","POLYX",0.308,57
"TFUEL","POWR",0.305,58
"TFUEL","XLM",0.305,59
"TFUEL","STRIKE",0.304,60
"TFUEL","HPO",0.302,61
"TFUEL","AERGO",0.29,62
"TFUEL","CTC",0.29,63
"TFUEL","ARK",0.286,64
"TFUEL","BLUR",-0.284,65
"TFUEL","XTZ",0.283,66
"TFUEL","SBD",0.28,67
"TFUEL","SEI",-0.277,68
"TFUEL","GMT",0.274,69
"TFUEL","FLOW",0.271,70
"TFUEL","IOTA",0.269,71
"TFUEL","DKA",0.265,72
"TFUEL","FCT2",0.263,73
"TFUEL","META",0.26,74
"TFUEL","TT",0.256,75
"TFUEL","SAND",0.255,76
"TFUEL","AXS",0.246,77
"TFUEL","CELO",0.24,78
"TFUEL","CRE",0.235,79
"TFUEL","MVL",0.231,80
"TFUEL","AQT",0.229,81
"TFUEL","GRS",0.229,82
"TFUEL","LOOM",0.227,83
"TFUEL","AHT",0.22,84
"TFUEL","ALGO",0.219,85
"TFUEL","KNC",0.218,86
"TFUEL","TRX",-0.213,87
"TFUEL","DOT",0.206,88
"TFUEL","WAVES",0.205,89
"TFUEL","MANA",0.201,90
"TFUEL","GAS",0.2,91
"TFUEL","SOL",0.2,92
"TFUEL","XRP",0.171,93
"TFUEL","STORJ",0.169,94
"TFUEL","IQ",0.151,95
"TFUEL","SC",0.143,96
"TFUEL","IMX",-0.134,97
"TFUEL","UPP",0.132,98
"TFUEL","ATOM",0.127,99
"TFUEL","GRT",0.126,100
"TFUEL","ASTR",-0.116,101
"TFUEL","HBAR",0.108,102
"TFUEL","SUI",-0.106,103
"TFUEL","MINA",-0.104,104
"TFUEL","ARB",-0.1,105
"TFUEL","ELF",0.081,106
"TFUEL","LINK",-0.074,107
"TFUEL","EGLD",-0.058,108
"TFUEL","APT",0.038,109
"TFUEL","MATIC",-0.031,110
"TFUEL","ZRX",0.031,111
"TFUEL","STX",0.027,112
"TFUEL","AVAX",0.018,113
"TFUEL","ID",0.018,114
"TFUEL","VET",-0.01,115
"TFUEL","ADA",0.005,116
"TFUEL","STRAX",-0.004,117
"TFUEL","PYTH",-0.001,118
"THETA","THETA",1,1
"THETA","FLOW",0.841,2
"THETA","AAVE",0.835,3
"THETA","ETH",0.83,4
"THETA","ONT",0.818,5
"THETA","ZIL",0.789,6
"THETA","SHIB",0.787,7
"THETA","BTG",0.786,8
"THETA","XEM",0.786,9
"THETA","ALGO",0.784,10
"THETA","STEEM",0.78,11
"THETA","ARK",0.778,12
"THETA","KAVA",0.777,13
"THETA","TON",0.775,14
"THETA","KNC",0.774,15
"THETA","DOT",0.772,16
"THETA","BTC",0.769,17
"THETA","GRT",0.767,18
"THETA","MED",0.756,19
"THETA","1INCH",0.755,20
"THETA","IQ",0.752,21
"THETA","CRO",0.745,22
"THETA","QKC",0.736,23
"THETA","NEAR",0.732,24
"THETA","AXS",0.724,25
"THETA","HIVE",0.724,26
"THETA","IOTA",0.723,27
"THETA","EOS",0.722,28
"THETA","MLK",0.722,29
"THETA","POWR",0.706,30
"THETA","XRP",0.705,31
"THETA","STPT",0.702,32
"THETA","HPO",0.699,33
"THETA","WAVES",0.693,34
"THETA","XLM",0.687,35
"THETA","ZRX",0.685,36
"THETA","QTUM",0.684,37
"THETA","SAND",0.684,38
"THETA","STRIKE",0.683,39
"THETA","SXP",0.682,40
"THETA","ID",0.675,41
"THETA","STMX",0.67,42
"THETA","MOC",0.661,43
"THETA","CBK",0.656,44
"THETA","FCT2",0.654,45
"THETA","IOST",0.653,46
"THETA","ATOM",0.649,47
"THETA","SBD",0.641,48
"THETA","CTC",0.629,49
"THETA","ORBS",0.625,50
"THETA","ICX",0.624,51
"THETA","BORA",0.618,52
"THETA","MANA",0.609,53
"THETA","BTT",0.605,54
"THETA","LOOM",0.603,55
"THETA","LSK",0.595,56
"THETA","CELO",0.587,57
"THETA","BAT",0.585,58
"THETA","STRAX",0.585,59
"THETA","ONG",0.582,60
"THETA","MTL",0.58,61
"THETA","ETC",0.579,62
"THETA","AVAX",0.572,63
"THETA","MBL",0.565,64
"THETA","GRS",0.559,65
"THETA","ARDR",0.558,66
"THETA","AHT",0.557,67
"THETA","DKA",0.553,68
"THETA","JST",0.551,69
"THETA","META",0.547,70
"THETA","TT",0.543,71
"THETA","GLM",0.539,72
"THETA","AQT",0.533,73
"THETA","SC",0.531,74
"THETA","XTZ",0.526,75
"THETA","HBAR",0.518,76
"THETA","XEC",0.518,77
"THETA","MATIC",0.511,78
"THETA","HUNT",0.507,79
"THETA","PYTH",0.494,80
"THETA","PUNDIX",0.493,81
"THETA","SNT",0.465,82
"THETA","ANKR",0.462,83
"THETA","SOL",0.452,84
"THETA","TFUEL",0.452,85
"THETA","AERGO",0.443,86
"THETA","DOGE",0.438,87
"THETA","HIFI",0.426,88
"THETA","GAS",0.42,89
"THETA","GMT",0.418,90
"THETA","APT",0.415,91
"THETA","STORJ",0.413,92
"THETA","MINA",0.405,93
"THETA","MVL",0.375,94
"THETA","ADA",0.369,95
"THETA","NEO",0.357,96
"THETA","CRE",0.333,97
"THETA","EGLD",0.325,98
"THETA","WAXP",0.32,99
"THETA","SEI",0.303,100
"THETA","UPP",0.303,101
"THETA","LINK",0.289,102
"THETA","BSV",0.286,103
"THETA","MASK",0.27,104
"THETA","TRX",-0.238,105
"THETA","ELF",0.228,106
"THETA","CVC",0.201,107
"THETA","CHZ",0.197,108
"THETA","T",0.192,109
"THETA","ARB",0.18,110
"THETA","VET",-0.177,111
"THETA","IMX",0.168,112
"THETA","BLUR",-0.164,113
"THETA","POLYX",0.097,114
"THETA","ASTR",0.095,115
"THETA","BCH",0.071,116
"THETA","SUI",0.038,117
"THETA","STX",0.032,118
"TON","TON",1,1
"TON","MED",0.892,2
"TON","ONT",0.876,3
"TON","HIVE",0.861,4
"TON","FCT2",0.847,5
"TON","EOS",0.842,6
"TON","STPT",0.842,7
"TON","KAVA",0.838,8
"TON","SXP",0.838,9
"TON","ARK",0.836,10
"TON","ORBS",0.821,11
"TON","SAND",0.818,12
"TON","MLK",0.816,13
"TON","XEM",0.816,14
"TON","HPO",0.809,15
"TON","IOST",0.808,16
"TON","1INCH",0.802,17
"TON","STEEM",0.799,18
"TON","STMX",0.796,19
"TON","ONG",0.795,20
"TON","ZIL",0.79,21
"TON","BTG",0.786,22
"TON","FLOW",0.786,23
"TON","IOTA",0.779,24
"TON","AAVE",0.777,25
"TON","MBL",0.775,26
"TON","THETA",0.775,27
"TON","QKC",0.774,28
"TON","ALGO",0.773,29
"TON","CRO",0.769,30
"TON","AXS",0.767,31
"TON","SHIB",0.764,32
"TON","STRIKE",0.763,33
"TON","ICX",0.762,34
"TON","AQT",0.76,35
"TON","BAT",0.757,36
"TON","META",0.757,37
"TON","CBK",0.752,38
"TON","ETH",0.752,39
"TON","XLM",0.747,40
"TON","MOC",0.745,41
"TON","BORA",0.733,42
"TON","KNC",0.731,43
"TON","MANA",0.725,44
"TON","TT",0.717,45
"TON","POWR",0.716,46
"TON","XTZ",0.716,47
"TON","QTUM",0.711,48
"TON","LOOM",0.705,49
"TON","BTT",0.7,50
"TON","DKA",0.7,51
"TON","AERGO",0.699,52
"TON","ATOM",0.691,53
"TON","CELO",0.691,54
"TON","BTC",0.688,55
"TON","SNT",0.686,56
"TON","STORJ",0.683,57
"TON","ETC",0.677,58
"TON","GLM",0.669,59
"TON","ARDR",0.667,60
"TON","DOT",0.667,61
"TON","GRS",0.657,62
"TON","JST",0.648,63
"TON","GMT",0.642,64
"TON","SBD",0.637,65
"TON","AHT",0.627,66
"TON","HUNT",0.626,67
"TON","GRT",0.62,68
"TON","SC",0.608,69
"TON","WAXP",0.604,70
"TON","DOGE",0.596,71
"TON","CTC",0.595,72
"TON","HBAR",0.589,73
"TON","XRP",0.585,74
"TON","GAS",0.583,75
"TON","CRE",0.578,76
"TON","MTL",0.57,77
"TON","XEC",0.57,78
"TON","IQ",0.566,79
"TON","STRAX",0.562,80
"TON","WAVES",0.56,81
"TON","ANKR",0.557,82
"TON","NEAR",0.548,83
"TON","BSV",0.514,84
"TON","MVL",0.505,85
"TON","LSK",0.495,86
"TON","TFUEL",0.479,87
"TON","UPP",0.475,88
"TON","MATIC",0.472,89
"TON","ELF",0.465,90
"TON","HIFI",0.463,91
"TON","CHZ",0.46,92
"TON","NEO",0.459,93
"TON","ADA",0.438,94
"TON","MASK",0.421,95
"TON","MINA",0.418,96
"TON","LINK",0.412,97
"TON","ZRX",0.403,98
"TON","PUNDIX",0.393,99
"TON","T",0.393,100
"TON","CVC",0.376,101
"TON","ID",0.363,102
"TON","APT",0.341,103
"TON","EGLD",0.338,104
"TON","AVAX",0.32,105
"TON","IMX",0.302,106
"TON","SOL",0.264,107
"TON","SEI",0.242,108
"TON","ARB",0.237,109
